Dst Port,Protocol,Timestamp,Flow Duration,Tot Fwd Pkts,Tot Bwd Pkts,TotLen Fwd Pkts,TotLen Bwd Pkts,Fwd Pkt Len Max,Fwd Pkt Len Min,Fwd Pkt Len Mean,Fwd Pkt Len Std,Bwd Pkt Len Max,Bwd Pkt Len Min,Bwd Pkt Len Mean,Bwd Pkt Len Std,Flow Byts/s,Flow Pkts/s,Flow IAT Mean,Flow IAT Std,Flow IAT Max,Flow IAT Min,Fwd IAT Tot,Fwd IAT Mean,Fwd IAT Std,Fwd IAT Max,Fwd IAT Min,Bwd IAT Tot,Bwd IAT Mean,Bwd IAT Std,Bwd IAT Max,Bwd IAT Min,Fwd PSH Flags,Bwd PSH Flags,Fwd URG Flags,Bwd URG Flags,Fwd Header Len,Bwd Header Len,Fwd Pkts/s,Bwd Pkts/s,Pkt Len Min,Pkt Len Max,Pkt Len Mean,Pkt Len Std,Pkt Len Var,FIN Flag Cnt,SYN Flag Cnt,RST Flag Cnt,PSH Flag Cnt,ACK Flag Cnt,URG Flag Cnt,CWE Flag Count,ECE Flag Cnt,Down/Up Ratio,Pkt Size Avg,Fwd Seg Size Avg,Bwd Seg Size Avg,Fwd Byts/b Avg,Fwd Pkts/b Avg,Fwd Blk Rate Avg,Bwd Byts/b Avg,Bwd Pkts/b Avg,Bwd Blk Rate Avg,Subflow Fwd Pkts,Subflow Fwd Byts,Subflow Bwd Pkts,Subflow Bwd Byts,Init Fwd Win Byts,Init Bwd Win Byts,Fwd Act Data Pkts,Fwd Seg Size Min,Active Mean,Active Std,Active Max,Active Min,Idle Mean,Idle Std,Idle Max,Idle Min,Label,timestamp,source_ip
42172,6,2/16/2018 1:47,4085661,5,3,935,333,935,0,187,418.1447118,333,0,111,192.2576396,310.353698,1.958067495,583665.8571,1522706.8,4036742,6,4085661,1021415.25,2010257.91,4036748,26,28779,14389.5,19301.89381,28038,741,0,0,0,0,168,104,1.2237921840000001,0.7342753110000001,0,935,140.8888889,317.5033246,100808.3611,0,0,0,0,1,0,0,0,0,158.5,187,111,0,0,0,0,0,0,5,935,3,333,237,211,1,32,0,0,0,0,0,0,0,0,Benign,53:48.2,87.236.232.200
21,6,2/16/2018 10:22,3,1,1,0,0,0,0,0,0,0,0,0,0,0,666666.6667,3,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,20,333333.3333,333333.3333,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,26883,0,0,40,0,0,0,0,0,0,0,0,DoS attacks-SlowHTTPTest,53:48.2,87.236.232.200
21,6,2/16/2018 10:39,2,1,1,0,0,0,0,0,0,0,0,0,0,0,1000000,2,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,20,500000,500000,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,26883,0,0,40,0,0,0,0,0,0,0,0,DoS attacks-SlowHTTPTest,53:48.2,87.236.232.200
80,6,2/16/2018 1:46,6604,2,0,0,0,0,0,0,0,0,0,0,0,0,302.8467595,6604,0,6604,6604,6604,6604,0,6604,6604,0,0,0,0,0,0,0,0,0,64,0,302.8467595,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,225,-1,0,32,0,0,0,0,0,0,0,0,DoS attacks-Hulk,53:48.2,87.236.232.200
80,6,2/16/2018 1:47,10580,2,0,0,0,0,0,0,0,0,0,0,0,0,189.0359168,10580,0,10580,10580,10580,10580,0,10580,10580,0,0,0,0,0,0,0,0,0,64,0,189.0359168,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,225,-1,0,32,0,0,0,0,0,0,0,0,DoS attacks-Hulk,53:48.2,87.236.232.200
80,6,2/16/2018 1:47,2913,2,0,0,0,0,0,0,0,0,0,0,0,0,686.5774116,2913,0,2913,2913,2913,2913,0,2913,2913,0,0,0,0,0,0,0,0,0,64,0,686.5774116,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,225,-1,0,32,0,0,0,0,0,0,0,0,DoS attacks-Hulk,53:48.2,87.236.232.200
80,6,2/16/2018 1:47,14461,2,0,0,0,0,0,0,0,0,0,0,0,0,138.3030219,14461,0,14461,14461,14461,14461,0,14461,14461,0,0,0,0,0,0,0,0,0,64,0,138.3030219,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,225,-1,0,32,0,0,0,0,0,0,0,0,DoS attacks-Hulk,53:48.2,87.236.232.200
46474,6,2/16/2018 1:48,4208961,5,3,935,376,935,0,187,418.1447118,376,0,125.3333333,217.0837012,311.4782959,1.900706611,601280.1429,1559194.064,4137053,6,4208961,1052240.25,2056729.145,4137060,33,62341,31170.5,6359.011283,35667,26674,0,0,0,0,168,104,1.187941632,0.712764979,0,935,145.6666667,321.0591846,103079,0,0,0,0,1,0,0,0,0,163.875,187,125.3333333,0,0,0,0,0,0,5,935,3,376,237,211,1,32,0,0,0,0,0,0,0,0,Benign,53:48.2,87.236.232.200
80,6,2/16/2018 1:45,35692,4,4,361,935,361,0,90.25,180.5,935,0,233.75,467.5,36310.65785,224.1398633,5098.857143,12519.55121,33467,5,35557,11852.33333,18732.76929,33467,323,35685,11895,18967.2865,33788,419,0,0,0,0,136,136,112.0699316,112.0699316,0,935,144,319.7502932,102240.25,0,0,0,1,0,0,0,0,1,162,90.25,233.75,0,0,0,0,0,0,4,361,4,935,26883,219,1,32,0,0,0,0,0,0,0,0,DoS attacks-Hulk,53:48.2,87.236.232.200
37058,6,2/16/2018 1:46,4352028,5,3,935,369,935,0,187,418.1447118,369,0,123,213.0422493,299.6304252,1.8382234670000002,621718.2857,1599965.749,4249688,7,4352028,1088007,2107932.354,4249695,22,55155,27577.5,38535.19825,54826,329,0,0,0,0,168,104,1.148889667,0.6893338,0,935,144.8888889,320.4393252,102681.3611,0,0,0,0,1,0,0,0,0,163,187,123,0,0,0,0,0,0,5,935,3,369,237,211,1,32,0,0,0,0,0,0,0,0,Benign,53:48.2,87.236.232.200
21,6,2/16/2018 10:53,2,1,1,0,0,0,0,0,0,0,0,0,0,0,1000000,2,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,20,500000,500000,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,26883,0,0,40,0,0,0,0,0,0,0,0,DoS attacks-SlowHTTPTest,53:48.2,87.236.232.200
80,6,2/16/2018 1:45,55785,2,0,0,0,0,0,0,0,0,0,0,0,0,35.85193152,55785,0,55785,55785,55785,55785,0,55785,55785,0,0,0,0,0,0,0,0,0,64,0,35.85193152,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,225,-1,0,32,0,0,0,0,0,0,0,0,DoS attacks-Hulk,53:48.2,87.236.232.200
80,6,2/16/2018 1:47,2639,2,0,0,0,0,0,0,0,0,0,0,0,0,757.8628268,2639,0,2639,2639,2639,2639,0,2639,2639,0,0,0,0,0,0,0,0,0,64,0,757.8628268,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,225,-1,0,32,0,0,0,0,0,0,0,0,DoS attacks-Hulk,53:48.2,87.236.232.200
80,6,2/16/2018 1:47,1607,2,0,0,0,0,0,0,0,0,0,0,0,0,1244.555072,1607,0,1607,1607,1607,1607,0,1607,1607,0,0,0,0,0,0,0,0,0,64,0,1244.555072,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,225,-1,0,32,0,0,0,0,0,0,0,0,DoS attacks-Hulk,53:48.2,87.236.232.200
80,6,2/16/2018 1:47,16853,2,0,0,0,0,0,0,0,0,0,0,0,0,118.6732333,16853,0,16853,16853,16853,16853,0,16853,16853,0,0,0,0,0,0,0,0,0,64,0,118.6732333,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,225,-1,0,32,0,0,0,0,0,0,0,0,DoS attacks-Hulk,53:48.2,87.236.232.200
80,6,2/16/2018 1:47,40761,2,0,0,0,0,0,0,0,0,0,0,0,0,49.06650965,40761,0,40761,40761,40761,40761,0,40761,40761,0,0,0,0,0,0,0,0,0,64,0,49.06650965,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,225,-1,0,32,0,0,0,0,0,0,0,0,DoS attacks-Hulk,53:48.2,87.236.232.200
80,6,2/16/2018 1:45,17806,2,0,0,0,0,0,0,0,0,0,0,0,0,112.3216893,17806,0,17806,17806,17806,17806,0,17806,17806,0,0,0,0,0,0,0,0,0,64,0,112.3216893,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,225,-1,0,32,0,0,0,0,0,0,0,0,DoS attacks-Hulk,53:48.2,87.236.232.200
21,6,2/16/2018 10:57,3,1,1,0,0,0,0,0,0,0,0,0,0,0,666666.6667,3,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,20,333333.3333,333333.3333,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,26883,0,0,40,0,0,0,0,0,0,0,0,DoS attacks-SlowHTTPTest,53:48.2,87.236.232.200
80,6,2/16/2018 1:47,2173,2,0,0,0,0,0,0,0,0,0,0,0,0,920.3865624,2173,0,2173,2173,2173,2173,0,2173,2173,0,0,0,0,0,0,0,0,0,64,0,920.3865624,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,225,-1,0,32,0,0,0,0,0,0,0,0,DoS attacks-Hulk,53:48.2,87.236.232.200
34022,6,2/16/2018 1:45,4932584,5,3,935,395,935,0,187,418.1447118,395,0,131.6666667,228.0533563,269.63555,1.62186797,704654.8571,1823084.115,4838745,6,4932584,1233146,2403839.403,4838751,26,44008,22004,26129.00978,40480,3528,0,0,0,0,168,104,1.013667481,0.608200489,0,935,147.7777778,322.8206847,104213.1944,0,0,0,0,1,0,0,0,0,166.25,187,131.6666667,0,0,0,0,0,0,5,935,3,395,219,211,1,32,0,0,0,0,0,0,0,0,Benign,53:48.2,87.236.232.200
48146,6,2/16/2018 1:47,5421549,5,5,935,826,935,0,187,418.1447118,413,0,165.2,226.2094162,324.8149191,1.8444913070000002,602394.3333,1339623.62,4055955,3,5421549,1355387.25,2504231.577,5105996,26,1350718,337679.5,488378.6433,1050038,1024,0,0,0,0,168,176,0.922245653,0.922245653,0,935,160.0909091,305.5229793,93344.29091,0,0,0,0,1,0,0,0,1,176.1,187,165.2,0,0,0,0,0,0,5,935,5,826,237,211,1,32,0,0,0,0,0,0,0,0,Benign,53:48.2,87.236.232.200
36734,6,2/16/2018 1:47,4331068,4,5,935,309,935,0,233.75,467.5,309,0,61.8,138.189001,287.2270766,2.078009396,541383.5,1494943.76,4240897,5,4324763,1441587.667,2424283.13,4240904,37486,90171,22542.75,25562.349,46047,328,0,0,0,0,136,168,0.9235597320000001,1.154449665,0,935,124.4,300.9157136,90550.26667,0,0,0,0,1,0,0,0,1,138.2222222,233.75,61.8,0,0,0,0,0,0,4,935,5,309,219,225,1,32,0,0,0,0,0,0,0,0,Benign,53:48.2,87.236.232.200
60484,6,2/16/2018 1:48,3216352,5,3,935,360,935,0,187,418.1447118,360,0,120,207.8460969,402.6300604,2.487289948,459478.8571,1188585.06,3154740,5,3216352,804088,1567185.257,3154748,45,23392,11696,11735.14414,19994,3398,0,0,0,0,168,104,1.554556218,0.932733731,0,935,143.8888889,319.6656239,102186.1111,0,0,0,0,1,0,0,0,0,161.875,187,120,0,0,0,0,0,0,5,935,3,360,237,211,1,32,0,0,0,0,0,0,0,0,Benign,53:48.2,87.236.232.200
41458,6,2/16/2018 1:46,64599109,5,4,935,328,935,0,187,418.1447118,328,0,82,164,19.55135325,0.13932080700000002,8074888.625,22800000,64600000,5,64600000,16100000,32300000,64600000,41,64600000,21500000,37300000,64600000,420,0,0,0,0,168,136,0.077400448,0.061920359,0,935,126.3,302.2677437,91365.78889,0,0,0,0,1,0,0,0,0,140.3333333,187,82,0,0,0,0,0,0,5,935,4,328,219,211,1,32,9125,0,9125,9125,64600000,0,64600000,64600000,Benign,53:48.2,87.236.232.200
80,6,2/16/2018 1:46,1676,2,0,0,0,0,0,0,0,0,0,0,0,0,1193.317422,1676,0,1676,1676,1676,1676,0,1676,1676,0,0,0,0,0,0,0,0,0,64,0,1193.317422,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,225,-1,0,32,0,0,0,0,0,0,0,0,DoS attacks-Hulk,53:48.2,87.236.232.200
80,6,2/16/2018 1:47,7298,2,0,0,0,0,0,0,0,0,0,0,0,0,274.0476843,7298,0,7298,7298,7298,7298,0,7298,7298,0,0,0,0,0,0,0,0,0,64,0,274.0476843,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,225,-1,0,32,0,0,0,0,0,0,0,0,DoS attacks-Hulk,53:48.2,87.236.232.200
44360,6,2/16/2018 1:48,4220586,5,3,935,343,935,0,187,418.1447118,343,0,114.3333333,198.0311423,302.8015541,1.8954713870000002,602940.8571,1553651.353,4125861,8,4220586,1055146.5,2047320.15,4125874,40,64345,32172.5,45163.61722,64108,237,0,0,0,0,168,104,1.184669617,0.71080177,0,935,142,318.2762165,101299.75,0,0,0,0,1,0,0,0,0,159.75,187,114.3333333,0,0,0,0,0,0,5,935,3,343,237,211,1,32,0,0,0,0,0,0,0,0,Benign,53:48.2,87.236.232.200
21,6,2/16/2018 10:25,2,1,1,0,0,0,0,0,0,0,0,0,0,0,1000000,2,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,20,500000,500000,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,26883,0,0,40,0,0,0,0,0,0,0,0,DoS attacks-SlowHTTPTest,53:48.2,87.236.232.200
21,6,2/16/2018 10:42,21,1,1,0,0,0,0,0,0,0,0,0,0,0,95238.09524,21,0,21,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,20,47619.04762,47619.04762,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,26883,0,0,40,0,0,0,0,0,0,0,0,DoS attacks-SlowHTTPTest,53:48.2,87.236.232.200
80,6,2/16/2018 1:48,53139,3,0,0,0,0,0,0,0,0,0,0,0,0,56.4557105,26569.5,31816.26962,49067,4072,53139,26569.5,31816.26962,49067,4072,0,0,0,0,0,0,0,0,0,96,0,56.4557105,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,225,-1,0,32,0,0,0,0,0,0,0,0,DoS attacks-Hulk,53:48.2,87.236.232.200
48374,6,2/16/2018 1:47,4140194,5,3,935,394,935,0,187,418.1447118,394,0,131.3333333,227.4760061,320.9994508,1.932276603,591456.2857,1531763.148,4065043,5,4140194,1035048.5,2020125.551,4065063,17,52821,26410.5,8235.67268,32234,20587,0,0,0,0,168,104,1.207672877,0.724603726,0,935,147.6666667,322.7251152,104151.5,0,0,0,0,1,0,0,0,0,166.125,187,131.3333333,0,0,0,0,0,0,5,935,3,394,219,211,1,32,0,0,0,0,0,0,0,0,Benign,53:48.2,87.236.232.200
21,6,2/16/2018 10:20,2,1,1,0,0,0,0,0,0,0,0,0,0,0,1000000,2,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,20,500000,500000,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,26883,0,0,40,0,0,0,0,0,0,0,0,DoS attacks-SlowHTTPTest,53:48.2,87.236.232.200
80,6,2/16/2018 1:46,42482,2,0,0,0,0,0,0,0,0,0,0,0,0,47.07876277,42482,0,42482,42482,42482,42482,0,42482,42482,0,0,0,0,0,0,0,0,0,64,0,47.07876277,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,225,-1,0,32,0,0,0,0,0,0,0,0,DoS attacks-Hulk,53:48.2,87.236.232.200
80,6,2/16/2018 1:48,1898,2,0,0,0,0,0,0,0,0,0,0,0,0,1053.74078,1898,0,1898,1898,1898,1898,0,1898,1898,0,0,0,0,0,0,0,0,0,64,0,1053.74078,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,225,-1,0,32,0,0,0,0,0,0,0,0,DoS attacks-Hulk,53:48.2,87.236.232.200
80,6,2/16/2018 1:46,12587,2,0,0,0,0,0,0,0,0,0,0,0,0,158.8940971,12587,0,12587,12587,12587,12587,0,12587,12587,0,0,0,0,0,0,0,0,0,64,0,158.8940971,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,225,-1,0,32,0,0,0,0,0,0,0,0,DoS attacks-Hulk,53:48.2,87.236.232.200
80,6,2/16/2018 1:45,38232,2,0,0,0,0,0,0,0,0,0,0,0,0,52.3121992,38232,0,38232,38232,38232,38232,0,38232,38232,0,0,0,0,0,0,0,0,0,64,0,52.3121992,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,225,-1,0,32,0,0,0,0,0,0,0,0,DoS attacks-Hulk,53:48.2,87.236.232.200
80,6,2/16/2018 1:48,6398,2,0,0,0,0,0,0,0,0,0,0,0,0,312.5976868,6398,0,6398,6398,6398,6398,0,6398,6398,0,0,0,0,0,0,0,0,0,64,0,312.5976868,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,225,-1,0,32,0,0,0,0,0,0,0,0,DoS attacks-Hulk,53:48.2,87.236.232.200
50962,6,2/16/2018 1:47,4601283,5,4,935,704,935,0,187,418.1447118,352,0,176,203.2272948,356.2049976,1.955976192,575160.375,1522546.422,4338535,8,4601283,1150320.75,2128904.488,4338545,21,258190,86063.33333,119126.6114,223131,7505,0,0,0,0,168,136,1.08665344,0.8693227520000001,0,935,163.9,307.9323338,94822.32222,0,0,0,0,1,0,0,0,0,182.1111111,187,176,0,0,0,0,0,0,5,935,4,704,219,211,1,32,0,0,0,0,0,0,0,0,Benign,53:48.2,87.236.232.200
80,6,2/16/2018 1:47,14691,2,0,0,0,0,0,0,0,0,0,0,0,0,136.1377714,14691,0,14691,14691,14691,14691,0,14691,14691,0,0,0,0,0,0,0,0,0,64,0,136.1377714,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,225,-1,0,32,0,0,0,0,0,0,0,0,DoS attacks-Hulk,53:48.2,87.236.232.200
59742,6,2/16/2018 1:46,18442,2,0,0,0,0,0,0,0,0,0,0,0,0,108.4481076,18442,0,18442,18442,18442,18442,0,18442,18442,0,0,0,0,0,0,0,0,0,64,0,108.4481076,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,219,-1,0,32,0,0,0,0,0,0,0,0,Benign,53:48.2,87.236.232.200
80,6,2/16/2018 1:47,1635,2,0,0,0,0,0,0,0,0,0,0,0,0,1223.24159,1635,0,1635,1635,1635,1635,0,1635,1635,0,0,0,0,0,0,0,0,0,64,0,1223.24159,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,225,-1,0,32,0,0,0,0,0,0,0,0,DoS attacks-Hulk,53:48.2,87.236.232.200
80,6,2/16/2018 1:48,5900,2,0,0,0,0,0,0,0,0,0,0,0,0,338.9830508,5900,0,5900,5900,5900,5900,0,5900,5900,0,0,0,0,0,0,0,0,0,64,0,338.9830508,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,225,-1,0,32,0,0,0,0,0,0,0,0,DoS attacks-Hulk,53:48.2,87.236.232.200
44464,6,2/16/2018 1:45,5262407,5,3,935,380,935,0,187,418.1447118,380,0,126.6666667,219.3931023,249.8856512,1.520216889,751772.4286,1950019.686,5173742,8,5262407,1315601.75,2572190.03,5173750,23,51366,25683,35762.63257,50971,395,0,0,0,0,168,104,0.9501355560000001,0.570081334,0,935,146.1111111,321.4204585,103311.1111,0,0,0,0,1,0,0,0,0,164.375,187,126.6666667,0,0,0,0,0,0,5,935,3,380,219,211,1,32,0,0,0,0,5173742,0,5173742,5173742,Benign,53:48.2,87.236.232.200
80,6,2/16/2018 1:46,25701,2,0,0,0,0,0,0,0,0,0,0,0,0,77.81798374,25701,0,25701,25701,25701,25701,0,25701,25701,0,0,0,0,0,0,0,0,0,64,0,77.81798374,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,225,-1,0,32,0,0,0,0,0,0,0,0,DoS attacks-Hulk,53:48.2,87.236.232.200
80,6,2/16/2018 1:47,3885,2,0,0,0,0,0,0,0,0,0,0,0,0,514.8005148,3885,0,3885,3885,3885,3885,0,3885,3885,0,0,0,0,0,0,0,0,0,64,0,514.8005148,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,225,-1,0,32,0,0,0,0,0,0,0,0,DoS attacks-Hulk,53:48.2,87.236.232.200
33070,6,2/16/2018 1:46,4375270,5,3,935,362,935,0,187,418.1447118,362,0,120.6666667,209.0007974,296.4388483,1.828458587,625038.5714,1597614.722,4247405,7,4375270,1093817.5,2102641.42,4247412,25,77524,38762,54444.39372,77260,264,0,0,0,0,168,104,1.142786617,0.68567197,0,935,144.1111111,319.8352875,102294.6111,0,0,0,0,1,0,0,0,0,162.125,187,120.6666667,0,0,0,0,0,0,5,935,3,362,237,211,1,32,0,0,0,0,0,0,0,0,Benign,53:48.2,87.236.232.200
80,6,2/16/2018 1:47,75006,3,0,0,0,0,0,0,0,0,0,0,0,0,39.99680026,37503,5727.564928,41553,33453,75006,37503,5727.564928,41553,33453,0,0,0,0,0,0,0,0,0,96,0,39.99680026,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,225,-1,0,32,0,0,0,0,0,0,0,0,DoS attacks-Hulk,53:48.2,87.236.232.200
80,6,2/16/2018 1:47,65474,2,0,0,0,0,0,0,0,0,0,0,0,0,30.54647646,65474,0,65474,65474,65474,65474,0,65474,65474,0,0,0,0,0,0,0,0,0,64,0,30.54647646,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,225,-1,0,32,0,0,0,0,0,0,0,0,DoS attacks-Hulk,53:48.2,87.236.232.200
80,6,2/16/2018 1:46,53429,3,0,0,0,0,0,0,0,0,0,0,0,0,56.14928223,26714.5,22720.04799,42780,10649,53429,26714.5,22720.04799,42780,10649,0,0,0,0,0,0,0,0,0,96,0,56.14928223,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,225,-1,0,32,0,0,0,0,0,0,0,0,DoS attacks-Hulk,53:48.2,87.236.232.200
80,6,2/16/2018 1:46,498,2,0,0,0,0,0,0,0,0,0,0,0,0,4016.064257,498,0,498,498,498,498,0,498,498,0,0,0,0,0,0,0,0,0,64,0,4016.064257,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,225,-1,0,32,0,0,0,0,0,0,0,0,DoS attacks-Hulk,53:48.2,87.236.232.200
80,6,2/16/2018 1:46,44444,2,0,0,0,0,0,0,0,0,0,0,0,0,45.00045,44444,0,44444,44444,44444,44444,0,44444,44444,0,0,0,0,0,0,0,0,0,64,0,45.00045,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,225,-1,0,32,0,0,0,0,0,0,0,0,DoS attacks-Hulk,53:48.2,87.236.232.200
80,6,2/16/2018 1:48,5096,2,0,0,0,0,0,0,0,0,0,0,0,0,392.4646782,5096,0,5096,5096,5096,5096,0,5096,5096,0,0,0,0,0,0,0,0,0,64,0,392.4646782,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,225,-1,0,32,0,0,0,0,0,0,0,0,DoS attacks-Hulk,53:48.2,87.236.232.200
80,6,2/16/2018 1:45,7832,2,0,0,0,0,0,0,0,0,0,0,0,0,255.3626149,7832,0,7832,7832,7832,7832,0,7832,7832,0,0,0,0,0,0,0,0,0,64,0,255.3626149,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,225,-1,0,32,0,0,0,0,0,0,0,0,DoS attacks-Hulk,53:48.2,87.236.232.200
21,6,2/16/2018 10:41,2,1,1,0,0,0,0,0,0,0,0,0,0,0,1000000,2,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,20,500000,500000,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,26883,0,0,40,0,0,0,0,0,0,0,0,DoS attacks-SlowHTTPTest,53:48.2,87.236.232.200
80,6,2/16/2018 1:47,37562,2,0,0,0,0,0,0,0,0,0,0,0,0,53.2453011,37562,0,37562,37562,37562,37562,0,37562,37562,0,0,0,0,0,0,0,0,0,64,0,53.2453011,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,225,-1,0,32,0,0,0,0,0,0,0,0,DoS attacks-Hulk,53:48.2,87.236.232.200
59284,6,2/16/2018 1:47,5181104,5,4,935,366,935,0,187,418.1447118,366,0,91.5,183,251.1047838,1.737081518,647638,1444156.486,4112553,4,5181104,1295276,2558058.839,5132233,26,1065849,355283,575681.4339,1019676,4497,0,0,0,0,168,144,0.9650452880000001,0.77203623,0,935,130.1,305.3087508,93213.43333,0,0,0,0,1,0,0,0,0,144.5555556,187,91.5,0,0,0,0,0,0,5,935,4,366,219,211,1,32,0,0,0,0,0,0,0,0,Benign,53:48.2,87.236.232.200
51158,6,2/16/2018 1:46,4157813,5,3,935,326,935,0,187,418.1447118,326,0,108.6666667,188.2161878,303.284443,1.924088457,593973.2857,1561563.281,4135236,3,4157813,1039453.25,2063872.664,4135242,27,4839,2419.5,2669.328099,4307,532,0,0,0,0,168,104,1.202555286,0.721533171,0,935,140.1111111,316.9820359,100477.6111,0,0,0,0,1,0,0,0,0,157.625,187,108.6666667,0,0,0,0,0,0,5,935,3,326,237,211,1,32,0,0,0,0,0,0,0,0,Benign,53:48.2,87.236.232.200
35524,6,2/16/2018 1:46,3829368,5,3,935,331,935,0,187,418.1447118,331,0,110.3333333,191.1029391,330.6028567,2.089117578,547052.5714,1412404.29,3749542,6,3829368,957342,1861743.209,3749548,24,71396,35698,49964.16516,71028,368,0,0,0,0,168,104,1.305698486,0.783419092,0,935,140.6666667,317.3527217,100712.75,0,0,0,0,1,0,0,0,0,158.25,187,110.3333333,0,0,0,0,0,0,5,935,3,331,219,211,1,32,0,0,0,0,0,0,0,0,Benign,53:48.2,87.236.232.200
